customer_id,period_date,feature_name,active_users,purchased_seats,seat_utilization,feature_adoption_rate,api_calls
CUST-0002,2026-03-03,Executive Reporting,256,310,0.8258,0.5693,5632
CUST-0002,2026-03-03,Collaboration,256,310,0.8258,0.5219,12800
CUST-0002,2026-04-02,Analytics,256,310,0.8258,0.5559,7424
CUST-0002,2026-04-02,Workflow Automation,256,310,0.8258,0.7278,17920
CUST-0002,2026-04-02,API Integration,256,310,0.8258,0.3869,5120
CUST-0002,2026-04-02,Executive Reporting,256,310,0.8258,0.4013,5632
CUST-0002,2026-04-02,Collaboration,256,310,0.8258,0.7595,14592
CUST-0002,2026-05-02,Analytics,262,310,0.8452,0.656,22270
CUST-0002,2026-05-02,Workflow Automation,262,310,0.8452,0.8761,21222
CUST-0002,2026-05-02,API Integration,262,310,0.8452,0.5313,6550
CUST-0002,2026-05-02,Executive Reporting,262,310,0.8452,0.5759,24890
CUST-0002,2026-05-02,Collaboration,262,310,0.8452,0.8676,16768
CUST-0002,2026-06-01,Analytics,264,310,0.8516,0.7466,12144
CUST-0002,2026-06-01,Workflow Automation,264,310,0.8516,0.6802,14520
CUST-0002,2026-06-01,API Integration,264,310,0.8516,0.407,19536
CUST-0002,2026-06-01,Executive Reporting,264,310,0.8516,0.467,24816
CUST-0002,2026-06-01,Collaboration,264,310,0.8516,0.6152,6072
CUST-0002,2026-07-01,Analytics,244,310,0.7871,0.6559,5856
CUST-0002,2026-07-01,Workflow Automation,244,310,0.7871,0.7694,20252
CUST-0002,2026-07-01,API Integration,244,310,0.7871,0.4744,15616
CUST-0002,2026-07-01,Executive Reporting,244,310,0.7871,0.8148,21716
CUST-0002,2026-07-01,Collaboration,244,310,0.7871,0.6875,22448
CUST-0002,2026-07-31,Analytics,252,310,0.8129,0.6849,23688
CUST-0002,2026-07-31,Workflow Automation,252,310,0.8129,0.8062,11088
CUST-0002,2026-07-31,API Integration,252,310,0.8129,0.3659,11088
CUST-0002,2026-07-31,Executive Reporting,252,310,0.8129,0.7365,12348
CUST-0002,2026-07-31,Collaboration,252,310,0.8129,0.8568,13608
CUST-0003,2025-09-04,Analytics,43,60,0.7167,0.7115,774
CUST-0003,2025-09-04,Workflow Automation,43,60,0.7167,0.428,3913
CUST-0003,2025-09-04,API Integration,43,60,0.7167,0.8845,903
CUST-0003,2025-09-04,Executive Reporting,43,60,0.7167,0.7604,1591
CUST-0003,2025-09-04,Collaboration,43,60,0.7167,0.5569,2924
CUST-0003,2025-10-04,Analytics,44,60,0.7333,0.5535,2244
CUST-0003,2025-10-04,Workflow Automation,44,60,0.7333,0.7773,3608
CUST-0003,2025-10-04,API Integration,44,60,0.7333,0.6779,704
CUST-0003,2025-10-04,Executive Reporting,44,60,0.7333,0.4356,3916
CUST-0003,2025-10-04,Collaboration,44,60,0.7333,0.3774,880
CUST-0003,2025-11-03,Analytics,44,60,0.7333,0.7141,3168
CUST-0003,2025-11-03,Workflow Automation,44,60,0.7333,0.6839,2772
CUST-0003,2025-11-03,API Integration,44,60,0.7333,0.5002,3300
CUST-0003,2025-11-03,Executive Reporting,44,60,0.7333,0.4126,2860
CUST-0003,2025-11-03,Collaboration,44,60,0.7333,0.411,4224
CUST-0003,2025-12-03,Analytics,47,60,0.7833,0.6176,4465
CUST-0003,2025-12-03,Workflow Automation,47,60,0.7833,0.5196,1786
CUST-0003,2025-12-03,API Integration,47,60,0.7833,0.5674,4042
CUST-0003,2025-12-03,Executive Reporting,47,60,0.7833,0.3801,1692
CUST-0003,2025-12-03,Collaboration,47,60,0.7833,0.5158,1739
CUST-0003,2026-01-02,Analytics,47,60,0.7833,0.7703,2209
CUST-0003,2026-01-02,Workflow Automation,47,60,0.7833,0.5305,470
CUST-0003,2026-01-02,API Integration,47,60,0.7833,0.6236,3055
CUST-0003,2026-01-02,Executive Reporting,47,60,0.7833,0.4466,2726
CUST-0003,2026-01-02,Collaboration,47,60,0.7833,0.6429,1833
CUST-0003,2026-02-01,Analytics,46,60,0.7667,0.8083,2530
CUST-0003,2026-02-01,Workflow Automation,46,60,0.7667,0.3896,690
CUST-0003,2026-02-01,API Integration,46,60,0.7667,0.5899,3128
CUST-0003,2026-02-01,Executive Reporting,46,60,0.7667,0.8566,2300
CUST-0003,2026-02-01,Collaboration,46,60,0.7667,0.6667,3818
CUST-0003,2026-03-03,Analytics,45,60,0.75,0.7021,2115
CUST-0003,2026-03-03,Workflow Automation,45,60,0.75,0.4133,540
CUST-0003,2026-03-03,API Integration,45,60,0.75,0.8814,1395
CUST-0003,2026-03-03,Executive Reporting,45,60,0.75,0.7907,4005
CUST-0003,2026-03-03,Collaboration,45,60,0.75,0.6031,4410
CUST-0003,2026-04-02,Analytics,49,60,0.8167,0.3985,1127
CUST-0003,2026-04-02,Workflow Automation,49,60,0.8167,0.4838,4165
CUST-0003,2026-04-02,API Integration,49,60,0.8167,0.5702,980
CUST-0003,2026-04-02,Executive Reporting,49,60,0.8167,0.5677,2401
CUST-0003,2026-04-02,Collaboration,49,60,0.8167,0.7602,1862
CUST-0003,2026-05-02,Analytics,44,60,0.7333,0.4425,3300
CUST-0003,2026-05-02,Workflow Automation,44,60,0.7333,0.6983,3388
CUST-0003,2026-05-02,API Integration,44,60,0.7333,0.6305,2376
CUST-0003,2026-05-02,Executive Reporting,44,60,0.7333,0.5431,4048
CUST-0003,2026-05-02,Collaboration,44,60,0.7333,0.7983,1760
CUST-0003,2026-06-01,Analytics,43,60,0.7167,0.4908,1376
CUST-0003,2026-06-01,Workflow Automation,43,60,0.7167,0.6813,3999
CUST-0003,2026-06-01,API Integration,43,60,0.7167,0.3914,3870
CUST-0003,2026-06-01,Executive Reporting,43,60,0.7167,0.6218,3526
CUST-0003,2026-06-01,Collaboration,43,60,0.7167,0.7679,2881
CUST-0003,2026-07-01,Analytics,47,60,0.7833,0.8351,4324
CUST-0003,2026-07-01,Workflow Automation,47,60,0.7833,0.6994,4183
CUST-0003,2026-07-01,API Integration,47,60,0.7833,0.5278,4230
CUST-0003,2026-07-01,Executive Reporting,47,60,0.7833,0.5239,3102
CUST-0003,2026-07-01,Collaboration,47,60,0.7833,0.3876,3102
CUST-0003,2026-07-31,Analytics,46,60,0.7667,0.788,3910
CUST-0003,2026-07-31,Workflow Automation,46,60,0.7667,0.3809,3404
CUST-0003,2026-07-31,API Integration,46,60,0.7667,0.3908,3174
CUST-0003,2026-07-31,Executive Reporting,46,60,0.7667,0.5986,782
CUST-0003,2026-07-31,Collaboration,46,60,0.7667,0.5528,2116
CUST-0004,2025-09-04,Analytics,127,187,0.6791,0.3997,10922
CUST-0004,2025-09-04,Workflow Automation,127,187,0.6791,0.6289,8763
CUST-0004,2025-09-04,API Integration,127,187,0.6791,0.6692,1905
CUST-0004,2025-09-04,Executive Reporting,127,187,0.6791,0.5974,10541
CUST-0004,2025-09-04,Collaboration,127,187,0.6791,0.7085,6477
CUST-0004,2025-10-04,Analytics,119,187,0.6364,0.6258,2023
CUST-0004,2025-10-04,Workflow Automation,119,187,0.6364,0.5978,6307
CUST-0004,2025-10-04,API Integration,119,187,0.6364,0.8903,2380
CUST-0004,2025-10-04,Executive Reporting,119,187,0.6364,0.6275,3808
CUST-0004,2025-10-04,Collaboration,119,187,0.6364,0.3715,11900
CUST-0004,2025-11-03,Analytics,116,187,0.6203,0.5917,8816
CUST-0004,2025-11-03,Workflow Automation,116,187,0.6203,0.6854,6496
CUST-0004,2025-11-03,API Integration,116,187,0.6203,0.5551,5336
CUST-0004,2025-11-03,Executive Reporting,116,187,0.6203,0.5631,6148
CUST-0004,2025-11-03,Collaboration,116,187,0.6203,0.7234,1856
CUST-0004,2025-12-03,Analytics,123,187,0.6578,0.706,2214
CUST-0004,2025-12-03,Workflow Automation,123,187,0.6578,0.5313,9963
CUST-0004,2025-12-03,API Integration,123,187,0.6578,0.7231,5658
CUST-0004,2025-12-03,Executive Reporting,123,187,0.6578,0.4886,11562
CUST-0004,2025-12-03,Collaboration,123,187,0.6578,0.8804,10701
CUST-0004,2026-01-02,Analytics,125,187,0.6684,0.5333,10500
CUST-0004,2026-01-02,Workflow Automation,125,187,0.6684,0.715,6750
CUST-0004,2026-01-02,API Integration,125,187,0.6684,0.5206,11625
CUST-0004,2026-01-02,Executive Reporting,125,187,0.6684,0.7342,7500
CUST-0004,2026-01-02,Collaboration,125,187,0.6684,0.4209,12500
CUST-0004,2026-02-01,Analytics,126,187,0.6738,0.5203,7308
CUST-0004,2026-02-01,Workflow Automation,126,187,0.6738,0.7039,6552
CUST-0004,2026-02-01,API Integration,126,187,0.6738,0.7973,11970
CUST-0004,2026-02-01,Executive Reporting,126,187,0.6738,0.7366,12222
CUST-0004,2026-02-01,Collaboration,126,187,0.6738,0.8518,2646
CUST-0004,2026-03-03,Analytics,120,187,0.6417,0.5829,6720
CUST-0004,2026-03-03,Workflow Automation,120,187,0.6417,0.36,5880
CUST-0004,2026-03-03,API Integration,120,187,0.6417,0.4491,4440
CUST-0004,2026-03-03,Executive Reporting,120,187,0.6417,0.538,8640
CUST-0004,2026-03-03,Collaboration,120,187,0.6417,0.4556,3240
CUST-0004,2026-04-02,Analytics,111,187,0.5936,0.5127,2442
CUST-0004,2026-04-02,Workflow Automation,111,187,0.5936,0.6292,8769
CUST-0004,2026-04-02,API Integration,111,187,0.5936,0.8093,8547
CUST-0004,2026-04-02,Executive Reporting,111,187,0.5936,0.3708,5883
CUST-0004,2026-04-02,Collaboration,111,187,0.5936,0.832,9879
CUST-0004,2026-05-02,Analytics,111,187,0.5936,0.5572,3330
CUST-0004,2026-05-02,Workflow Automation,111,187,0.5936,0.4495,10878
CUST-0004,2026-05-02,API Integration,111,187,0.5936,0.7741,3441
CUST-0004,2026-05-02,Executive Reporting,111,187,0.5936,0.7467,1665
CUST-0004,2026-05-02,Collaboration,111,187,0.5936,0.576,10656
CUST-0004,2026-06-01,Analytics,122,187,0.6524,0.8833,10736
CUST-0004,2026-06-01,Workflow Automation,122,187,0.6524,0.5067,8174
CUST-0004,2026-06-01,API Integration,122,187,0.6524,0.4787,4880
CUST-0004,2026-06-01,Executive Reporting,122,187,0.6524,0.5202,8540
CUST-0004,2026-06-01,Collaboration,122,187,0.6524,0.8472,4148
CUST-0004,2026-07-01,Analytics,115,187,0.615,0.8709,7590
CUST-0004,2026-07-01,Workflow Automation,115,187,0.615,0.6039,5290
CUST-0004,2026-07-01,API Integration,115,187,0.615,0.778,8510
CUST-0004,2026-07-01,Executive Reporting,115,187,0.615,0.6401,3450
CUST-0004,2026-07-01,Collaboration,115,187,0.615,0.7993,10005
CUST-0004,2026-07-31,Analytics,111,187,0.5936,0.4875,10212
CUST-0004,2026-07-31,Workflow Automation,111,187,0.5936,0.6143,6327
CUST-0004,2026-07-31,API Integration,111,187,0.5936,0.655,2553
CUST-0004,2026-07-31,Executive Reporting,111,187,0.5936,0.7413,8436
CUST-0004,2026-07-31,Collaboration,111,187,0.5936,0.8181,5106
CUST-0005,2025-09-04,Analytics,120,207,0.5797,0.8479,3360
CUST-0005,2025-09-04,Workflow Automation,120,207,0.5797,0.8071,2520
CUST-0005,2025-09-04,API Integration,120,207,0.5797,0.8705,4560
CUST-0005,2025-09-04,Executive Reporting,120,207,0.5797,0.7992,6480
CUST-0005,2025-09-04,Collaboration,120,207,0.5797,0.8618,7560
CUST-0005,2025-10-04,Analytics,116,207,0.5604,0.6261,4640
CUST-0005,2025-10-04,Workflow Automation,116,207,0.5604,0.5624,2320
CUST-0005,2025-10-04,API Integration,116,207,0.5604,0.5562,1508
CUST-0005,2025-10-04,Executive Reporting,116,207,0.5604,0.5253,2552
CUST-0005,2025-10-04,Collaboration,116,207,0.5604,0.8115,10788
CUST-0005,2025-11-03,Analytics,121,207,0.5845,0.4303,1694
CUST-0005,2025-11-03,Workflow Automation,121,207,0.5845,0.5078,8470
CUST-0005,2025-11-03,API Integration,121,207,0.5845,0.7328,3267
CUST-0005,2025-11-03,Executive Reporting,121,207,0.5845,0.7674,8470
CUST-0005,2025-11-03,Collaboration,121,207,0.5845,0.5967,1210
CUST-0005,2025-12-03,Analytics,133,207,0.6425,0.3605,4921
CUST-0005,2025-12-03,Workflow Automation,133,207,0.6425,0.8092,10640
CUST-0005,2025-12-03,API Integration,133,207,0.6425,0.8671,11571
CUST-0005,2025-12-03,Executive Reporting,133,207,0.6425,0.6403,3192
CUST-0005,2025-12-03,Collaboration,133,207,0.6425,0.7769,5320
CUST-0005,2026-01-02,Analytics,121,207,0.5845,0.3763,7623
CUST-0005,2026-01-02,Workflow Automation,121,207,0.5845,0.7014,10769
CUST-0005,2026-01-02,API Integration,121,207,0.5845,0.6014,2904
CUST-0005,2026-01-02,Executive Reporting,121,207,0.5845,0.8102,8833
CUST-0005,2026-01-02,Collaboration,121,207,0.5845,0.6782,1452
CUST-0005,2026-02-01,Analytics,127,207,0.6135,0.6663,3556
CUST-0005,2026-02-01,Workflow Automation,127,207,0.6135,0.5102,1270
CUST-0005,2026-02-01,API Integration,127,207,0.6135,0.6881,5080
CUST-0005,2026-02-01,Executive Reporting,127,207,0.6135,0.6639,4191
CUST-0005,2026-02-01,Collaboration,127,207,0.6135,0.7154,2540
CUST-0005,2026-03-03,Analytics,125,207,0.6039,0.5483,9625
CUST-0005,2026-03-03,Workflow Automation,125,207,0.6039,0.6492,9250
CUST-0005,2026-03-03,API Integration,125,207,0.6039,0.6548,7375
CUST-0005,2026-03-03,Executive Reporting,125,207,0.6039,0.8303,1875
CUST-0005,2026-03-03,Collaboration,125,207,0.6039,0.6996,7125
CUST-0005,2026-04-02,Analytics,120,207,0.5797,0.3589,2160
CUST-0005,2026-04-02,Workflow Automation,120,207,0.5797,0.5396,11280
CUST-0005,2026-04-02,API Integration,120,207,0.5797,0.6955,10080
CUST-0005,2026-04-02,Executive Reporting,120,207,0.5797,0.7544,6240
CUST-0005,2026-04-02,Collaboration,120,207,0.5797,0.4234,6600
CUST-0005,2026-05-02,Analytics,125,207,0.6039,0.7974,4000
CUST-0005,2026-05-02,Workflow Automation,125,207,0.6039,0.8067,12125
CUST-0005,2026-05-02,API Integration,125,207,0.6039,0.6055,12375
CUST-0005,2026-05-02,Executive Reporting,125,207,0.6039,0.6132,4125
CUST-0005,2026-05-02,Collaboration,125,207,0.6039,0.7963,2250
CUST-0005,2026-06-01,Analytics,129,207,0.6232,0.869,1806
CUST-0005,2026-06-01,Workflow Automation,129,207,0.6232,0.5114,1935
CUST-0005,2026-06-01,API Integration,129,207,0.6232,0.7851,1935
CUST-0005,2026-06-01,Executive Reporting,129,207,0.6232,0.5236,6321
CUST-0005,2026-06-01,Collaboration,129,207,0.6232,0.6335,10191
CUST-0005,2026-07-01,Analytics,72,207,0.3478,0.3701,3841
CUST-0005,2026-07-01,Workflow Automation,72,207,0.3478,0.4551,2296
CUST-0005,2026-07-01,API Integration,72,207,0.3478,0.8242,668
CUST-0005,2026-07-01,Executive Reporting,72,207,0.3478,0.8262,2171
CUST-0005,2026-07-01,Collaboration,72,207,0.3478,0.5003,2380
CUST-0005,2026-07-31,Analytics,71,207,0.343,0.57,2717
CUST-0005,2026-07-31,Workflow Automation,71,207,0.343,0.8421,2429
CUST-0005,2026-07-31,API Integration,71,207,0.343,0.5365,1358
CUST-0005,2026-07-31,Executive Reporting,71,207,0.343,0.6229,3006
CUST-0005,2026-07-31,Collaboration,71,207,0.343,0.552,3129
CUST-0006,2025-09-04,Analytics,324,526,0.616,0.3934,28188
CUST-0006,2025-09-04,Workflow Automation,324,526,0.616,0.8973,10692
CUST-0006,2025-09-04,API Integration,324,526,0.616,0.65,16524
CUST-0006,2025-09-04,Executive Reporting,324,526,0.616,0.4064,16524
CUST-0006,2025-09-04,Collaboration,324,526,0.616,0.7135,15876
CUST-0006,2025-10-04,Analytics,310,526,0.5894,0.7447,9610
CUST-0006,2025-10-04,Workflow Automation,310,526,0.5894,0.7294,16740
CUST-0006,2025-10-04,API Integration,310,526,0.5894,0.5959,17050
CUST-0006,2025-10-04,Executive Reporting,310,526,0.5894,0.6882,20150
CUST-0006,2025-10-04,Collaboration,310,526,0.5894,0.501,5270
CUST-0006,2025-11-03,Analytics,291,526,0.5532,0.7006,16296
CUST-0006,2025-11-03,Workflow Automation,291,526,0.5532,0.6322,27936
CUST-0006,2025-11-03,API Integration,291,526,0.5532,0.438,3783
CUST-0006,2025-11-03,Executive Reporting,291,526,0.5532,0.4285,25317
CUST-0006,2025-11-03,Collaboration,291,526,0.5532,0.7229,19206
CUST-0006,2025-12-03,Analytics,289,526,0.5494,0.387,26588
CUST-0006,2025-12-03,Workflow Automation,289,526,0.5494,0.5515,17051
CUST-0006,2025-12-03,API Integration,289,526,0.5494,0.8722,4046
CUST-0006,2025-12-03,Executive Reporting,289,526,0.5494,0.6828,27744
CUST-0006,2025-12-03,Collaboration,289,526,0.5494,0.5975,16473
CUST-0006,2026-01-02,Analytics,306,526,0.5817,0.7697,25398
CUST-0006,2026-01-02,Workflow Automation,306,526,0.5817,0.4257,17136
CUST-0006,2026-01-02,API Integration,306,526,0.5817,0.5689,28458
CUST-0006,2026-01-02,Executive Reporting,306,526,0.5817,0.5033,7344
CUST-0006,2026-01-02,Collaboration,306,526,0.5817,0.3643,10098
CUST-0006,2026-02-01,Analytics,312,526,0.5932,0.5628,25272
CUST-0006,2026-02-01,Workflow Automation,312,526,0.5932,0.4148,13416
CUST-0006,2026-02-01,API Integration,312,526,0.5932,0.7372,11544
CUST-0006,2026-02-01,Executive Reporting,312,526,0.5932,0.898,14352
CUST-0006,2026-02-01,Collaboration,312,526,0.5932,0.7317,22464
CUST-0006,2026-03-03,Analytics,297,526,0.5646,0.4247,5643
CUST-0006,2026-03-03,Workflow Automation,297,526,0.5646,0.5986,19602
CUST-0006,2026-03-03,API Integration,297,526,0.5646,0.8985,28809
CUST-0006,2026-03-03,Executive Reporting,297,526,0.5646,0.8822,14850
CUST-0006,2026-03-03,Collaboration,297,526,0.5646,0.7173,29700
CUST-0006,2026-04-02,Analytics,291,526,0.5532,0.6482,13968
CUST-0006,2026-04-02,Workflow Automation,291,526,0.5532,0.8182,29100
CUST-0006,2026-04-02,API Integration,291,526,0.5532,0.86,26481
CUST-0006,2026-04-02,Executive Reporting,291,526,0.5532,0.4458,16296
CUST-0006,2026-04-02,Collaboration,291,526,0.5532,0.6298,7275
CUST-0006,2026-05-02,Analytics,337,526,0.6407,0.7856,13480
CUST-0006,2026-05-02,Workflow Automation,337,526,0.6407,0.7847,4381
CUST-0006,2026-05-02,API Integration,337,526,0.6407,0.5485,27971
CUST-0006,2026-05-02,Executive Reporting,337,526,0.6407,0.5529,26960
CUST-0006,2026-05-02,Collaboration,337,526,0.6407,0.4214,7077
CUST-0006,2026-06-01,Analytics,291,526,0.5532,0.569,20661
CUST-0006,2026-06-01,Workflow Automation,291,526,0.5532,0.6391,18042
CUST-0006,2026-06-01,API Integration,291,526,0.5532,0.8028,5529
CUST-0006,2026-06-01,Executive Reporting,291,526,0.5532,0.4189,14550
CUST-0006,2026-06-01,Collaboration,291,526,0.5532,0.7033,19497
CUST-0006,2026-07-01,Analytics,311,526,0.5913,0.6345,8086
CUST-0006,2026-07-01,Workflow Automation,311,526,0.5913,0.8329,24880
CUST-0006,2026-07-01,API Integration,311,526,0.5913,0.7019,10263
CUST-0006,2026-07-01,Executive Reporting,311,526,0.5913,0.7723,8086
CUST-0006,2026-07-01,Collaboration,311,526,0.5913,0.5879,5287
CUST-0006,2026-07-31,Analytics,329,526,0.6255,0.635,15792
CUST-0006,2026-07-31,Workflow Automation,329,526,0.6255,0.4406,16779
CUST-0006,2026-07-31,API Integration,329,526,0.6255,0.8641,12502
CUST-0006,2026-07-31,Executive Reporting,329,526,0.6255,0.5403,25004
CUST-0006,2026-07-31,Collaboration,329,526,0.6255,0.8422,6580
CUST-0007,2025-09-04,Analytics,317,390,0.8128,0.5009,28530
CUST-0007,2025-09-04,Workflow Automation,317,390,0.8128,0.5166,24726
CUST-0007,2025-09-04,API Integration,317,390,0.8128,0.4014,29164
CUST-0007,2025-09-04,Executive Reporting,317,390,0.8128,0.4427,26628
CUST-0007,2025-09-04,Collaboration,317,390,0.8128,0.4348,29798
CUST-0007,2025-10-04,Analytics,301,390,0.7718,0.8461,15953
CUST-0007,2025-10-04,Workflow Automation,301,390,0.7718,0.8134,24682
CUST-0007,2025-10-04,API Integration,301,390,0.7718,0.3727,3913
CUST-0007,2025-10-04,Executive Reporting,301,390,0.7718,0.3947,27692
CUST-0007,2025-10-04,Collaboration,301,390,0.7718,0.7741,12943
CUST-0007,2025-11-03,Analytics,303,390,0.7769,0.7718,19089
CUST-0007,2025-11-03,Workflow Automation,303,390,0.7769,0.69,3939
CUST-0007,2025-11-03,API Integration,303,390,0.7769,0.6239,27270
