stakeholder_id,customer_id,name,role,is_champion,active,last_engagement_date
CUST-0034-STK-05,CUST-0034,Stakeholder 5,Executive Sponsor,False,True,2026-07-19
CUST-0035-STK-01,CUST-0035,Stakeholder 1,Operations Manager,True,True,2026-07-08
CUST-0035-STK-02,CUST-0035,Stakeholder 2,Operations Manager,False,True,2026-07-07
CUST-0035-STK-03,CUST-0035,Stakeholder 3,Executive Sponsor,False,True,2026-07-12
CUST-0036-STK-01,CUST-0036,Stakeholder 1,Technical Lead,True,True,2026-07-03
CUST-0036-STK-02,CUST-0036,Stakeholder 2,Operations Manager,False,True,2026-07-19
CUST-0036-STK-03,CUST-0036,Stakeholder 3,Business Champion,False,True,2026-06-21
CUST-0037-STK-01,CUST-0037,Stakeholder 1,Operations Manager,True,True,2026-07-11
CUST-0037-STK-02,CUST-0037,Stakeholder 2,Executive Sponsor,False,True,2026-07-27
CUST-0037-STK-03,CUST-0037,Stakeholder 3,Business Champion,False,True,2026-06-28
CUST-0037-STK-04,CUST-0037,Stakeholder 4,Business Champion,False,True,2026-07-28
CUST-0038-STK-01,CUST-0038,Stakeholder 1,Operations Manager,True,True,2026-07-01
CUST-0038-STK-02,CUST-0038,Stakeholder 2,Operations Manager,False,True,2026-07-03
CUST-0039-STK-01,CUST-0039,Stakeholder 1,Executive Sponsor,True,True,2026-07-25
CUST-0039-STK-02,CUST-0039,Stakeholder 2,Executive Sponsor,False,True,2026-07-04
CUST-0039-STK-03,CUST-0039,Stakeholder 3,Operations Manager,False,True,2026-07-16
CUST-0039-STK-04,CUST-0039,Stakeholder 4,Executive Sponsor,False,True,2026-07-23
CUST-0039-STK-05,CUST-0039,Stakeholder 5,Business Champion,False,True,2026-06-19
CUST-0040-STK-01,CUST-0040,Stakeholder 1,Executive Sponsor,True,True,2026-07-25
CUST-0040-STK-02,CUST-0040,Stakeholder 2,Executive Sponsor,False,True,2026-07-04
CUST-0040-STK-03,CUST-0040,Stakeholder 3,Operations Manager,False,True,2026-07-25
CUST-0040-STK-04,CUST-0040,Stakeholder 4,Operations Manager,False,True,2026-06-17
CUST-0041-STK-01,CUST-0041,Stakeholder 1,Executive Sponsor,True,True,2026-07-10
CUST-0041-STK-02,CUST-0041,Stakeholder 2,Operations Manager,False,True,2026-07-24
CUST-0041-STK-03,CUST-0041,Stakeholder 3,Technical Lead,False,True,2026-07-25
CUST-0041-STK-04,CUST-0041,Stakeholder 4,Procurement,False,True,2026-07-02
CUST-0042-STK-01,CUST-0042,Stakeholder 1,Operations Manager,True,True,2026-07-16
CUST-0042-STK-02,CUST-0042,Stakeholder 2,Operations Manager,False,True,2026-06-30
CUST-0042-STK-03,CUST-0042,Stakeholder 3,Procurement,False,True,2026-06-18
CUST-0043-STK-01,CUST-0043,Stakeholder 1,Executive Sponsor,True,True,2026-07-05
CUST-0043-STK-02,CUST-0043,Stakeholder 2,Business Champion,False,True,2026-06-18
CUST-0043-STK-03,CUST-0043,Stakeholder 3,Technical Lead,False,True,2026-07-11
CUST-0044-STK-01,CUST-0044,Stakeholder 1,Procurement,True,True,2026-06-30
CUST-0044-STK-02,CUST-0044,Stakeholder 2,Procurement,False,True,2026-06-20
CUST-0045-STK-01,CUST-0045,Stakeholder 1,Procurement,True,True,2026-07-18
CUST-0045-STK-02,CUST-0045,Stakeholder 2,Executive Sponsor,False,True,2026-06-30
CUST-0045-STK-03,CUST-0045,Stakeholder 3,Business Champion,False,True,2026-07-03
CUST-0045-STK-04,CUST-0045,Stakeholder 4,Procurement,False,True,2026-06-16
CUST-0046-STK-01,CUST-0046,Stakeholder 1,Operations Manager,True,True,2026-07-20
CUST-0046-STK-02,CUST-0046,Stakeholder 2,Technical Lead,False,True,2026-07-27
CUST-0046-STK-03,CUST-0046,Stakeholder 3,Operations Manager,False,True,2026-07-23
CUST-0047-STK-01,CUST-0047,Stakeholder 1,Procurement,True,True,2026-07-04
CUST-0047-STK-02,CUST-0047,Stakeholder 2,Executive Sponsor,False,True,2026-07-18
CUST-0047-STK-03,CUST-0047,Stakeholder 3,Operations Manager,False,True,2026-06-20
CUST-0047-STK-04,CUST-0047,Stakeholder 4,Executive Sponsor,False,True,2026-07-12
CUST-0047-STK-05,CUST-0047,Stakeholder 5,Executive Sponsor,False,True,2026-07-03
CUST-0048-STK-01,CUST-0048,Stakeholder 1,Executive Sponsor,True,True,2026-07-16
CUST-0048-STK-02,CUST-0048,Stakeholder 2,Business Champion,False,True,2026-07-16
CUST-0048-STK-03,CUST-0048,Stakeholder 3,Procurement,False,True,2026-07-14
CUST-0048-STK-04,CUST-0048,Stakeholder 4,Executive Sponsor,False,True,2026-07-20
CUST-0049-STK-01,CUST-0049,Stakeholder 1,Technical Lead,True,True,2026-07-18
CUST-0049-STK-02,CUST-0049,Stakeholder 2,Business Champion,False,True,2026-07-06
CUST-0049-STK-03,CUST-0049,Stakeholder 3,Procurement,False,True,2026-07-22
CUST-0049-STK-04,CUST-0049,Stakeholder 4,Procurement,False,True,2026-06-24
CUST-0050-STK-01,CUST-0050,Stakeholder 1,Procurement,True,True,2026-07-28
CUST-0050-STK-02,CUST-0050,Stakeholder 2,Business Champion,False,True,2026-07-18
CUST-0051-STK-01,CUST-0051,Stakeholder 1,Executive Sponsor,True,True,2026-06-20
CUST-0051-STK-02,CUST-0051,Stakeholder 2,Business Champion,False,True,2026-07-28
CUST-0052-STK-01,CUST-0052,Stakeholder 1,Executive Sponsor,True,True,2026-07-14
CUST-0052-STK-02,CUST-0052,Stakeholder 2,Procurement,False,True,2026-07-13
CUST-0052-STK-03,CUST-0052,Stakeholder 3,Operations Manager,False,True,2026-06-16
CUST-0052-STK-04,CUST-0052,Stakeholder 4,Technical Lead,False,True,2026-07-20
CUST-0052-STK-05,CUST-0052,Stakeholder 5,Procurement,False,True,2026-06-27
CUST-0053-STK-01,CUST-0053,Stakeholder 1,Procurement,True,True,2026-07-21
CUST-0053-STK-02,CUST-0053,Stakeholder 2,Business Champion,False,True,2026-07-15
CUST-0053-STK-03,CUST-0053,Stakeholder 3,Procurement,False,True,2026-07-24
CUST-0053-STK-04,CUST-0053,Stakeholder 4,Operations Manager,False,True,2026-07-10
CUST-0054-STK-01,CUST-0054,Stakeholder 1,Technical Lead,True,True,2026-06-21
CUST-0054-STK-02,CUST-0054,Stakeholder 2,Executive Sponsor,False,True,2026-07-18
CUST-0054-STK-03,CUST-0054,Stakeholder 3,Operations Manager,False,True,2026-07-08
CUST-0054-STK-04,CUST-0054,Stakeholder 4,Executive Sponsor,False,True,2026-07-19
CUST-0055-STK-01,CUST-0055,Stakeholder 1,Technical Lead,True,True,2026-06-26
CUST-0055-STK-02,CUST-0055,Stakeholder 2,Executive Sponsor,False,True,2026-07-22
CUST-0055-STK-03,CUST-0055,Stakeholder 3,Procurement,False,True,2026-07-11
CUST-0055-STK-04,CUST-0055,Stakeholder 4,Technical Lead,False,True,2026-07-25
CUST-0055-STK-05,CUST-0055,Stakeholder 5,Business Champion,False,True,2026-06-30
CUST-0056-STK-01,CUST-0056,Stakeholder 1,Technical Lead,True,True,2026-07-22
CUST-0056-STK-02,CUST-0056,Stakeholder 2,Procurement,False,True,2026-06-28
CUST-0056-STK-03,CUST-0056,Stakeholder 3,Operations Manager,False,True,2026-07-22
CUST-0057-STK-01,CUST-0057,Stakeholder 1,Procurement,True,True,2026-06-27
CUST-0057-STK-02,CUST-0057,Stakeholder 2,Operations Manager,False,True,2026-07-18
CUST-0057-STK-03,CUST-0057,Stakeholder 3,Business Champion,False,True,2026-07-24
CUST-0058-STK-01,CUST-0058,Stakeholder 1,Business Champion,True,True,2026-06-18
CUST-0058-STK-02,CUST-0058,Stakeholder 2,Executive Sponsor,False,True,2026-06-27
CUST-0059-STK-01,CUST-0059,Stakeholder 1,Executive Sponsor,True,True,2026-06-18
CUST-0059-STK-02,CUST-0059,Stakeholder 2,Business Champion,False,True,2026-07-12
CUST-0059-STK-03,CUST-0059,Stakeholder 3,Operations Manager,False,True,2026-07-02
CUST-0060-STK-01,CUST-0060,Stakeholder 1,Operations Manager,True,True,2026-06-24
CUST-0060-STK-02,CUST-0060,Stakeholder 2,Technical Lead,False,True,2026-06-27
CUST-0060-STK-03,CUST-0060,Stakeholder 3,Operations Manager,False,True,2026-06-30
CUST-0061-STK-01,CUST-0061,Stakeholder 1,Procurement,True,True,2026-07-14
CUST-0061-STK-02,CUST-0061,Stakeholder 2,Operations Manager,False,True,2026-07-13
CUST-0061-STK-03,CUST-0061,Stakeholder 3,Executive Sponsor,False,True,2026-06-26
CUST-0062-STK-01,CUST-0062,Stakeholder 1,Operations Manager,True,True,2026-07-08
CUST-0062-STK-02,CUST-0062,Stakeholder 2,Procurement,False,True,2026-07-27
CUST-0062-STK-03,CUST-0062,Stakeholder 3,Technical Lead,False,True,2026-07-14
CUST-0063-STK-01,CUST-0063,Stakeholder 1,Executive Sponsor,True,True,2026-06-27
CUST-0063-STK-02,CUST-0063,Stakeholder 2,Operations Manager,False,True,2026-06-24
CUST-0063-STK-03,CUST-0063,Stakeholder 3,Procurement,False,True,2026-07-03
CUST-0063-STK-04,CUST-0063,Stakeholder 4,Executive Sponsor,False,True,2026-06-29
CUST-0063-STK-05,CUST-0063,Stakeholder 5,Procurement,False,True,2026-07-25
CUST-0064-STK-01,CUST-0064,Stakeholder 1,Procurement,True,True,2026-07-13
CUST-0064-STK-02,CUST-0064,Stakeholder 2,Procurement,False,True,2026-06-25
CUST-0064-STK-03,CUST-0064,Stakeholder 3,Business Champion,False,True,2026-07-28
CUST-0064-STK-04,CUST-0064,Stakeholder 4,Technical Lead,False,True,2026-07-28
CUST-0064-STK-05,CUST-0064,Stakeholder 5,Procurement,False,True,2026-06-24
CUST-0065-STK-01,CUST-0065,Stakeholder 1,Executive Sponsor,True,True,2026-06-16
CUST-0065-STK-02,CUST-0065,Stakeholder 2,Business Champion,False,True,2026-07-17
CUST-0065-STK-03,CUST-0065,Stakeholder 3,Business Champion,False,True,2026-06-18
CUST-0066-STK-01,CUST-0066,Stakeholder 1,Technical Lead,True,True,2026-07-18
CUST-0066-STK-02,CUST-0066,Stakeholder 2,Executive Sponsor,False,True,2026-07-03
CUST-0066-STK-03,CUST-0066,Stakeholder 3,Technical Lead,False,True,2026-07-28
CUST-0066-STK-04,CUST-0066,Stakeholder 4,Technical Lead,False,True,2026-06-24
CUST-0067-STK-01,CUST-0067,Stakeholder 1,Executive Sponsor,True,True,2026-07-12
CUST-0067-STK-02,CUST-0067,Stakeholder 2,Procurement,False,True,2026-06-22
CUST-0067-STK-03,CUST-0067,Stakeholder 3,Business Champion,False,True,2026-07-24
CUST-0067-STK-04,CUST-0067,Stakeholder 4,Operations Manager,False,True,2026-06-17
CUST-0067-STK-05,CUST-0067,Stakeholder 5,Business Champion,False,True,2026-07-24
CUST-0068-STK-01,CUST-0068,Stakeholder 1,Technical Lead,True,False,2026-03-11
CUST-0068-STK-02,CUST-0068,Stakeholder 2,Procurement,False,True,2026-03-25
CUST-0068-STK-03,CUST-0068,Stakeholder 3,Operations Manager,False,True,2026-05-17
CUST-0069-STK-01,CUST-0069,Stakeholder 1,Business Champion,True,True,2026-07-01
CUST-0069-STK-02,CUST-0069,Stakeholder 2,Operations Manager,False,True,2026-06-20
CUST-0069-STK-03,CUST-0069,Stakeholder 3,Operations Manager,False,True,2026-07-10
CUST-0069-STK-04,CUST-0069,Stakeholder 4,Operations Manager,False,True,2026-07-27
CUST-0070-STK-01,CUST-0070,Stakeholder 1,Business Champion,True,True,2026-07-26
CUST-0070-STK-02,CUST-0070,Stakeholder 2,Technical Lead,False,True,2026-07-26
CUST-0070-STK-03,CUST-0070,Stakeholder 3,Operations Manager,False,True,2026-07-14
CUST-0071-STK-01,CUST-0071,Stakeholder 1,Operations Manager,True,True,2026-07-12
CUST-0071-STK-02,CUST-0071,Stakeholder 2,Operations Manager,False,True,2026-07-10
CUST-0071-STK-03,CUST-0071,Stakeholder 3,Business Champion,False,True,2026-07-09
CUST-0071-STK-04,CUST-0071,Stakeholder 4,Operations Manager,False,True,2026-07-07
CUST-0071-STK-05,CUST-0071,Stakeholder 5,Operations Manager,False,True,2026-06-26
CUST-0072-STK-01,CUST-0072,Stakeholder 1,Executive Sponsor,True,True,2026-07-10
CUST-0072-STK-02,CUST-0072,Stakeholder 2,Technical Lead,False,True,2026-06-30
CUST-0073-STK-01,CUST-0073,Stakeholder 1,Executive Sponsor,True,False,2026-03-27
CUST-0073-STK-02,CUST-0073,Stakeholder 2,Executive Sponsor,False,True,2026-04-07
CUST-0073-STK-03,CUST-0073,Stakeholder 3,Business Champion,False,True,2026-04-22
CUST-0073-STK-04,CUST-0073,Stakeholder 4,Operations Manager,False,True,2026-04-01
CUST-0073-STK-05,CUST-0073,Stakeholder 5,Procurement,False,True,2026-04-03
CUST-0074-STK-01,CUST-0074,Stakeholder 1,Business Champion,True,True,2026-06-24
CUST-0074-STK-02,CUST-0074,Stakeholder 2,Business Champion,False,True,2026-07-27
CUST-0074-STK-03,CUST-0074,Stakeholder 3,Operations Manager,False,True,2026-06-30
CUST-0074-STK-04,CUST-0074,Stakeholder 4,Technical Lead,False,True,2026-07-04
CUST-0074-STK-05,CUST-0074,Stakeholder 5,Executive Sponsor,False,True,2026-06-19
CUST-0075-STK-01,CUST-0075,Stakeholder 1,Procurement,True,True,2026-06-27
CUST-0075-STK-02,CUST-0075,Stakeholder 2,Operations Manager,False,True,2026-06-24
CUST-0076-STK-01,CUST-0076,Stakeholder 1,Procurement,True,True,2026-06-24
CUST-0076-STK-02,CUST-0076,Stakeholder 2,Business Champion,False,True,2026-06-19
CUST-0076-STK-03,CUST-0076,Stakeholder 3,Operations Manager,False,True,2026-07-01
CUST-0076-STK-04,CUST-0076,Stakeholder 4,Operations Manager,False,True,2026-06-27
CUST-0076-STK-05,CUST-0076,Stakeholder 5,Business Champion,False,True,2026-07-20
CUST-0077-STK-01,CUST-0077,Stakeholder 1,Operations Manager,True,True,2026-06-22
CUST-0077-STK-02,CUST-0077,Stakeholder 2,Business Champion,False,True,2026-06-27
CUST-0077-STK-03,CUST-0077,Stakeholder 3,Executive Sponsor,False,True,2026-06-17
CUST-0077-STK-04,CUST-0077,Stakeholder 4,Operations Manager,False,True,2026-07-08
CUST-0078-STK-01,CUST-0078,Stakeholder 1,Procurement,True,True,2026-06-17
CUST-0078-STK-02,CUST-0078,Stakeholder 2,Business Champion,False,True,2026-06-18
CUST-0079-STK-01,CUST-0079,Stakeholder 1,Technical Lead,True,True,2026-07-25
CUST-0079-STK-02,CUST-0079,Stakeholder 2,Technical Lead,False,True,2026-07-27
CUST-0079-STK-03,CUST-0079,Stakeholder 3,Technical Lead,False,True,2026-07-04
CUST-0080-STK-01,CUST-0080,Stakeholder 1,Operations Manager,True,True,2026-07-07
CUST-0080-STK-02,CUST-0080,Stakeholder 2,Procurement,False,True,2026-06-22
CUST-0080-STK-03,CUST-0080,Stakeholder 3,Executive Sponsor,False,True,2026-07-27
CUST-0080-STK-04,CUST-0080,Stakeholder 4,Executive Sponsor,False,True,2026-07-18
CUST-0080-STK-05,CUST-0080,Stakeholder 5,Technical Lead,False,True,2026-06-24
CUST-0081-STK-01,CUST-0081,Stakeholder 1,Technical Lead,True,True,2026-07-05
CUST-0081-STK-02,CUST-0081,Stakeholder 2,Technical Lead,False,True,2026-07-12
CUST-0081-STK-03,CUST-0081,Stakeholder 3,Business Champion,False,True,2026-06-25
CUST-0082-STK-01,CUST-0082,Stakeholder 1,Procurement,True,True,2026-06-21
CUST-0082-STK-02,CUST-0082,Stakeholder 2,Procurement,False,True,2026-07-16
CUST-0082-STK-03,CUST-0082,Stakeholder 3,Business Champion,False,True,2026-07-06
CUST-0082-STK-04,CUST-0082,Stakeholder 4,Operations Manager,False,True,2026-07-10
CUST-0082-STK-05,CUST-0082,Stakeholder 5,Business Champion,False,True,2026-06-18
CUST-0083-STK-01,CUST-0083,Stakeholder 1,Business Champion,True,True,2026-06-24
CUST-0083-STK-02,CUST-0083,Stakeholder 2,Operations Manager,False,True,2026-07-11
CUST-0083-STK-03,CUST-0083,Stakeholder 3,Procurement,False,True,2026-07-14
CUST-0084-STK-01,CUST-0084,Stakeholder 1,Operations Manager,True,True,2026-06-22
CUST-0084-STK-02,CUST-0084,Stakeholder 2,Executive Sponsor,False,True,2026-07-07
CUST-0084-STK-03,CUST-0084,Stakeholder 3,Procurement,False,True,2026-07-18
CUST-0085-STK-01,CUST-0085,Stakeholder 1,Executive Sponsor,True,True,2026-07-08
CUST-0085-STK-02,CUST-0085,Stakeholder 2,Business Champion,False,True,2026-06-24
CUST-0085-STK-03,CUST-0085,Stakeholder 3,Technical Lead,False,True,2026-06-28
CUST-0085-STK-04,CUST-0085,Stakeholder 4,Business Champion,False,True,2026-07-07
CUST-0086-STK-01,CUST-0086,Stakeholder 1,Business Champion,True,True,2026-06-22
CUST-0086-STK-02,CUST-0086,Stakeholder 2,Business Champion,False,True,2026-07-03
CUST-0086-STK-03,CUST-0086,Stakeholder 3,Operations Manager,False,True,2026-07-14
CUST-0086-STK-04,CUST-0086,Stakeholder 4,Business Champion,False,True,2026-07-07
CUST-0086-STK-05,CUST-0086,Stakeholder 5,Operations Manager,False,True,2026-06-20
CUST-0087-STK-01,CUST-0087,Stakeholder 1,Executive Sponsor,True,True,2026-07-14
CUST-0087-STK-02,CUST-0087,Stakeholder 2,Operations Manager,False,True,2026-07-22
